class,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
4,32,8,64,48,15,43,29,65,67,77
0,23,77,5,93,70,90,93,47,37,94
4,36,1,64,42,13,32,16,83,64,75
4,82,8,25,49,4,64,37,69,42,64
4,47,35,52,72,13,1,15,41,64,44
0,83,1,7,82,4,52,34,31,64,71
0,21,31,50,67,78,90,36,58,64,15
2,59,28,37,92,80,48,95,54,34,67
3,68,88,12,26,64,74,55,40,3,93
4,88,88,79,47,12,50,82,1,19,22
0,52,11,16,13,50,52,22,83,62,48
4,23,23,77,80,21,45,47,73,52,56
1,65,64,94,61,88,59,29,64,91,34
3,85,88,63,24,92,96,92,18,12,45
4,26,34,28,26,80,72,53,51,32,58
2,69,28,85,78,39,44,68,60,87,61
2,58,49,25,52,2,1,59,42,61,76
0,87,96,63,32,92,53,26,29,15,8
0,33,93,63,96,61,56,3,87,85,84
3,76,69,52,52,20,86,27,69,17,79
4,69,13,32,6,83,44,19,11,66,3
3,2,23,53,52,71,90,51,51,87,22
3,32,31,18,25,49,62,12,99,52,19
3,46,83,53,17,86,90,40,5,78,27
3,48,11,66,59,69,32,47,1,20,3
4,14,80,77,72,83,76,19,57,51,39
4,47,28,6,17,39,14,15,91,77,67
3,83,54,52,81,63,1,51,42,92,71
1,37,48,27,58,92,7,27,86,12,28
2,69,58,66,82,29,94,16,88,87,29
4,16,96,66,81,97,71,84,80,22,83
4,45,77,52,80,4,34,26,10,19,36
4,85,57,7,90,86,34,40,87,10,94
4,55,23,35,85,1,88,82,53,95,34
0,53,77,47,23,49,49,31,23,13,52
2,17,14,62,88,57,51,28,75,21,16
4,87,57,82,90,49,97,44,40,40,99
0,8,7,89,91,15,7,15,66,21,2
4,47,2,30,94,4,60,14,21,23,74
4,53,82,7,32,43,62,58,73,14,77
0,52,21,9,67,71,77,51,60,6,43
4,41,67,3,48,50,17,22,23,38,55
4,3,54,77,59,58,81,64,0,83,41
2,34,50,66,27,55,75,0,47,76,35
4,82,73,19,11,92,66,19,0,83,71
0,82,58,18,31,38,50,49,50,92,60
4,35,33,37,44,46,93,36,79,62,9
0,97,50,31,45,30,62,73,15,64,5
1,29,42,92,97,57,79,53,29,30,69
4,53,33,37,3,39,66,20,73,87,65
0,29,51,43,34,46,66,51,48,91,0
4,59,30,85,96,1,87,38,70,90,56
0,69,92,25,39,33,2,79,32,12,39
4,2,19,97,49,69,49,78,87,32,36
4,66,8,63,3,58,94,91,49,25,72
4,18,15,71,39,62,63,19,83,98,22
4,36,1,64,37,47,54,91,23,64,43
3,8,28,79,45,60,37,15,83,35,29
4,18,35,31,21,68,86,71,12,6,80
1,60,86,15,52,32,52,36,60,97,56
4,89,1,81,4,8,14,71,69,14,3
4,62,4,76,54,86,93,22,43,17,36
3,82,77,40,47,5,88,14,58,23,38
4,26,12,71,93,10,80,71,17,83,88
3,61,17,48,80,33,86,15,32,60,96
0,89,93,7,67,93,60,43,99,30,27
1,43,96,7,13,20,72,85,71,64,67
2,66,58,68,60,50,32,52,24,11,49
4,42,77,57,37,64,34,53,41,33,80
0,80,1,86,78,97,81,19,62,64,59
4,61,49,75,20,4,67,41,30,77,3
4,67,67,39,21,85,70,27,29,19,84
4,50,45,71,94,34,25,47,80,64,42
3,25,40,11,68,56,90,26,19,36,65
2,47,79,17,45,4,37,11,60,64,79
1,72,0,27,37,1,38,32,87,95,33
4,50,28,37,32,49,34,77,18,13,51
1,42,37,26,4,71,1,66,13,85,47
4,67,49,92,89,12,9,41,99,68,94
0,2,0,27,54,39,93,52,7,4,52
0,97,49,15,77,70,92,36,65,16,88
3,3,28,5,60,82,34,4,25,12,41
3,48,8,16,35,83,67,71,0,77,78
1,40,94,62,23,51,18,4,69,76,45
4,59,63,5,97,14,1,9,41,33,75
4,43,58,81,47,50,96,30,49,99,18
3,81,88,31,88,70,2,92,15,22,93
4,14,96,69,0,91,81,91,26,64,1
1,62,85,43,39,37,90,36,18,76,31
4,53,50,59,24,66,92,92,34,30,84
4,2,15,11,69,51,54,71,1,12,56
3,62,51,13,45,86,24,71,1,52,94
4,54,7,32,23,83,93,43,83,64,67
2,45,28,64,86,58,43,56,41,64,96
0,63,21,53,45,91,81,35,81,76,55
2,37,88,63,26,70,81,24,62,30,41
4,18,77,92,40,79,7,19,86,97,94
0,43,58,26,81,1,52,6,30,38,49
0,31,11,6,44,1,7,56,69,89,35
4,72,28,11,24,53,80,6,64,17,36
4,53,24,35,74,83,99,27,83,73,13
4,54,42,65,34,20,1,15,19,16,57
2,6,1,92,3,29,72,34,88,58,83
1,88,67,40,0,66,16,16,22,29,87
4,9,57,59,96,16,76,28,81,19,75
3,54,58,52,47,62,52,14,83,42,13
2,81,21,11,35,29,10,56,48,25,18
3,35,54,16,41,21,99,33,5,45,10
4,62,58,45,77,17,84,29,66,4,94
4,25,34,24,26,49,92,20,0,98,88
3,39,78,87,88,13,81,75,48,77,31
3,62,14,18,51,1,81,47,44,97,0
3,31,77,94,92,58,44,51,12,18,36
2,8,21,52,72,29,13,9,53,82,33
4,26,88,8,27,97,49,26,56,61,79
3,85,91,79,94,54,54,6,10,17,36
1,34,28,13,58,80,90,76,71,64,58
1,30,97,14,55,92,79,33,4,20,72
2,48,44,37,47,60,99,14,29,77,7
4,21,58,5,0,91,68,77,58,79,5
4,42,28,68,36,62,70,4,60,33,9
4,97,77,6,92,50,90,15,69,12,73
4,7,68,68,24,59,93,72,49,72,82
0,45,82,87,34,99,54,26,61,64,92
0,42,54,11,58,29,24,71,83,58,77
2,47,35,63,58,50,64,90,2,77,88
4,92,88,38,35,80,51,66,7,33,24
0,6,77,63,94,60,51,43,69,45,77
0,33,97,65,17,42,19,29,23,53,8
2,48,33,52,26,21,90,93,90,19,90
4,54,38,6,31,71,41,4,60,19,63
3,22,49,11,47,49,62,60,7,37,44
4,16,15,59,33,83,99,60,51,36,33
4,82,1,35,81,58,85,17,38,97,3
4,43,64,27,26,58,96,53,69,14,97
3,70,14,3,96,4,51,66,27,11,58
4,42,98,46,37,39,63,37,83,64,87
1,26,13,7,69,25,66,52,46,15,81
3,6,14,77,44,13,17,22,85,77,9
1,26,77,5,40,64,52,53,60,53,3
3,70,0,31,4,46,20,85,40,76,24
4,42,23,21,95,3,84,82,91,17,3
0,40,0,11,47,39,32,5,15,78,17
3,42,29,78,16,12,64,58,34,38,28
2,76,95,48,27,98,17,93,26,16,87
4,15,88,5,52,70,93,6,4,58,94
4,88,14,69,60,51,81,7,16,19,61
4,31,51,62,36,39,51,90,11,33,29
4,8,1,63,35,1,64,28,29,73,99
4,16,1,63,93,12,54,43,2,12,41
3,14,7,62,81,63,92,92,16,18,35
4,16,51,50,82,78,56,27,14,8,36
4,17,12,54,22,94,2,43,18,14,72
4,22,72,11,13,83,88,60,11,64,83
3,47,70,81,58,49,77,60,0,47,58
2,65,80,31,44,4,72,33,93,87,79
4,16,13,5,64,97,66,37,23,26,94
2,88,36,38,36,13,0,15,11,64,31
4,52,42,26,45,59,82,51,60,16,72
4,36,47,52,52,8,9,93,43,19,87
4,62,92,5,97,0,56,20,1,64,22
1,48,44,37,43,86,87,68,15,77,82
0,11,8,15,72,10,51,53,93,98,74
1,43,11,59,80,25,93,28,83,18,15
1,26,86,90,65,73,64,56,2,98,85
3,19,21,98,75,60,55,15,15,64,75
1,16,88,52,60,50,94,38,83,32,41
2,42,38,15,94,1,51,14,60,23,34
1,47,43,75,47,97,87,38,29,64,45
4,31,66,63,47,34,1,9,60,29,21
3,59,23,11,52,80,34,6,66,64,38
4,66,12,59,24,9,14,15,18,71,81
4,43,57,84,32,17,55,43,53,32,22
4,53,70,31,81,62,71,55,60,3,77
3,25,45,38,57,48,35,72,41,12,95
3,88,14,12,75,59,67,35,87,19,72
4,42,21,87,69,54,81,90,4,40,21
4,2,78,15,26,69,83,47,5,19,0
4,47,92,62,32,59,8,41,80,76,75
2,60,70,17,94,2,96,15,18,77,45
2,3,68,25,81,70,31,38,71,96,9
3,85,77,35,71,89,77,27,29,45,79
2,54,4,32,41,51,8,13,83,33,87
4,43,97,31,56,67,14,16,60,66,94
2,80,1,38,43,46,51,16,80,19,51
3,82,32,81,70,4,54,56,65,16,55
1,39,49,46,70,21,81,18,98,59,97
3,69,49,66,37,79,69,73,1,52,62
4,2,9,62,44,68,85,60,15,63,75
2,94,92,5,58,57,8,56,86,19,57
4,63,77,16,60,4,77,6,0,77,97
0,82,23,29,42,58,93,38,90,17,36
2,11,8,16,58,12,93,66,60,14,36
0,54,33,38,47,49,39,56,91,12,36
4,0,49,9,68,12,67,68,74,64,83
4,45,6,66,47,97,14,85,74,58,22
3,36,74,47,73,46,92,17,32,98,24
4,31,92,93,55,52,61,84,57,14,21
4,74,91,75,95,83,40,11,69,2,69
3,26,78,68,58,4,8,56,29,25,36
3,42,51,68,96,46,2,29,83,71,22
4,84,75,78,58,64,93,68,59,23,45
1,88,82,84,52,37,81,37,1,77,81
1,76,15,54,74,70,73,15,34,32,17
4,43,72,38,27,66,8,12,83,17,72
1,11,98,11,78,61,66,20,90,17,72
3,7,54,23,37,57,61,15,76,72,72
4,88,26,63,59,37,36,30,57,14,92
4,82,67,65,35,2,38,66,60,66,59
3,82,63,99,44,64,14,9,60,96,58
4,82,58,63,74,21,72,81,62,47,77
4,16,1,48,3,4,70,37,96,35,26
1,2,49,65,39,4,51,22,18,30,21
4,74,13,11,33,47,93,46,49,83,43
4,30,73,79,60,61,51,15,65,11,41
4,37,34,63,81,49,67,17,17,92,41
3,89,3,68,94,2,45,64,18,64,70
4,67,41,16,78,54,45,61,75,95,31
4,8,91,32,35,70,64,43,18,97,83
3,14,88,59,71,32,77,33,46,63,57
4,31,1,38,4,80,1,53,30,53,8
3,65,17,31,99,29,88,15,60,64,81
3,41,1,78,48,46,98,53,83,19,64
3,69,15,5,77,57,1,78,80,72,74
1,31,23,64,44,5,7,22,69,33,36
4,89,42,71,58,8,38,28,98,88,58
4,96,74,48,34,20,87,92,31,60,39
4,13,28,80,81,46,12,0,71,53,16
0,36,22,32,43,1,24,15,44,54,31
0,42,22,37,20,1,93,7,28,2,72
4,36,28,40,88,4,87,30,83,23,79
2,35,43,0,4,49,64,4,94,33,83
4,1,82,14,8,69,77,12,1,32,56
4,85,45,63,44,35,45,35,83,42,22
4,21,8,49,33,62,67,28,34,37,3
4,1,21,65,94,31,1,28,62,38,94
4,1,22,63,22,1,32,66,29,61,79
3,59,67,9,58,58,34,56,26,4,71
4,74,96,25,85,83,66,9,32,56,83
4,80,78,12,42,59,47,81,60,52,64
4,42,55,3,44,46,96,73,60,29,56
4,40,1,31,52,29,81,36,60,21,94
3,9,75,71,3,54,54,53,47,90,91
0,47,15,5,93,97,51,11,76,19,57
4,64,42,14,9,37,65,90,90,79,70
4,72,78,57,47,7,45,13,54,64,50
4,2,6,78,8,32,99,21,60,76,97
1,63,43,11,4,60,93,60,83,6,22
3,25,13,18,64,83,8,59,66,64,32
4,83,51,46,58,83,13,19,27,46,12
4,43,30,8,20,2,77,2,77,17,83
4,84,80,68,34,4,25,55,60,4,35
4,54,4,78,58,62,63,56,0,19,77
4,42,41,92,39,78,51,55,60,8,49
3,54,1,75,59,30,80,15,60,30,74
4,62,41,77,8,64,51,91,80,23,77
0,31,1,36,80,85,83,10,40,79,39
4,30,33,98,49,88,51,92,83,53,22
1,54,37,11,78,13,4,59,23,77,77
4,26,44,3,60,80,44,55,84,22,90
3,82,38,52,51,2,54,20,43,77,26
3,2,77,48,68,4,99,27,80,76,41
1,84,47,64,11,58,32,15,56,16,67
3,69,5,63,90,2,27,52,18,91,97
3,69,0,54,2,97,32,72,19,29,22
3,35,85,36,93,59,72,56,5,21,83
4,81,77,38,94,21,87,29,91,64,23
4,25,45,14,33,83,38,15,83,58,49
4,42,6,26,52,29,34,6,35,28,88
4,36,16,77,63,93,51,72,2,42,79
0,76,86,79,74,32,66,58,88,12,3
3,30,28,32,34,60,63,26,5,60,8
1,35,71,79,40,20,7,27,47,61,31
3,36,78,74,32,67,2,16,93,8,75
2,31,38,23,19,59,99,67,48,31,22
4,50,70,62,4,44,81,95,76,64,76
4,65,38,31,48,83,93,84,85,19,81
4,97,28,68,72,86,8,14,28,33,22
0,85,9,66,96,71,99,59,18,90,31
4,25,88,63,70,71,92,72,22,60,60
0,69,46,3,95,1,0,15,54,64,97
4,26,33,11,0,54,34,61,32,42,57
0,41,11,68,29,88,93,17,66,77,77
4,1,91,5,99,69,96,52,15,64,27
4,54,74,77,79,49,32,55,66,33,76
4,2,43,62,21,21,54,89,93,18,72
1,63,28,72,90,71,86,9,95,97,79
4,82,12,36,41,49,78,24,41,76,87
4,34,35,38,24,70,34,66,73,33,36
0,35,12,63,81,51,8,90,5,82,33
4,33,95,38,96,58,89,94,7,78,22
0,16,67,37,26,20,14,26,35,42,94
0,30,78,40,39,93,40,35,28,14,10
4,11,88,54,39,24,93,56,90,64,77
3,35,28,77,33,25,93,55,81,11,44
4,65,39,75,45,78,34,9,2,57,58
3,51,67,26,71,1,51,38,83,77,97
4,25,33,52,59,62,43,43,49,78,3
3,63,21,93,26,37,24,19,60,53,79
1,84,40,25,52,39,0,89,23,23,24
4,16,82,65,58,69,8,97,43,12,72
3,11,14,57,24,58,8,8,61,12,33
4,92,77,38,38,56,85,89,43,22,3
4,69,96,87,58,8,83,51,30,66,72
3,62,50,76,28,46,81,43,22,63,68
1,82,17,71,69,32,25,1,10,17,78
3,41,13,68,44,50,88,64,85,22,35
4,69,28,48,26,1,14,22,12,23,41
2,52,47,86,12,12,78,3,47,99,68
4,16,49,13,24,39,43,47,43,3,44
4,22,49,27,99,36,54,71,73,23,3
4,68,61,31,73,82,65,75,29,66,76
3,22,4,75,93,10,77,72,60,46,75
4,43,91,13,96,68,50,90,53,20,99
4,1,7,29,60,32,67,66,15,31,36
2,18,96,5,72,1,66,38,69,86,38
2,52,31,37,89,30,49,78,64,13,48
3,88,88,79,58,21,51,83,1,27,31
3,1,73,7,38,86,62,78,17,90,81
2,26,21,62,92,35,7,29,56,4,83
3,43,12,92,44,97,8,90,69,19,96
4,69,21,64,47,18,57,82,60,64,34
4,54,82,50,74,42,51,42,60,1,77
3,70,1,23,81,83,77,5,35,62,80
3,98,88,25,13,49,3,51,80,40,94
2,64,82,71,70,88,2,92,25,37,22
4,62,25,74,34,52,93,20,93,30,47
4,3,69,92,42,31,48,88,15,14,65
4,56,30,23,47,93,60,68,37,8,44
3,10,51,68,47,4,81,4,32,16,69
4,88,32,90,41,83,94,81,60,17,69
0,26,10,54,90,34,57,15,85,64,91
4,36,32,63,41,46,75,59,66,19,31
2,43,1,11,4,37,70,47,55,17,76
1,1,70,77,21,48,43,91,79,38,68
4,74,33,68,31,58,44,53,97,33,14
4,31,51,48,12,5,62,60,24,44,97
4,69,0,25,23,37,73,40,4,4,41
2,16,82,18,58,64,74,56,93,23,94
0,88,0,60,23,75,72,17,29,13,17
4,59,49,62,96,57,74,7,35,6,28
1,40,42,59,27,21,35,38,34,27,94
1,19,82,80,59,12,57,7,42,32,77
3,52,77,63,58,59,34,52,18,77,24
3,54,24,14,65,20,79,58,45,17,43
1,80,43,59,59,1,20,28,66,55,72
4,47,57,11,7,49,93,56,0,49,33
4,14,77,8,59,76,54,19,2,53,33
1,65,1,54,58,38,12,90,91,47,90
4,54,51,32,41,71,8,57,41,77,30
2,37,41,6,60,46,3,22,35,46,64
1,84,8,62,48,69,66,43,48,12,22
0,50,42,71,9,76,43,91,1,85,88
1,48,13,59,78,39,86,51,41,37,73
3,47,0,80,59,49,20,88,32,73,92
0,53,1,32,71,51,93,14,18,64,72
4,25,67,59,25,32,90,64,44,76,55
4,42,33,11,78,58,62,68,22,17,71
4,6,77,52,58,0,61,90,73,42,9
3,22,77,36,83,71,99,21,86,53,70
4,25,51,5,39,43,2,71,70,12,67
4,80,0,62,58,40,38,52,34,23,94
1,2,8,64,78,61,92,22,49,19,97
4,41,77,63,52,59,73,90,18,17,0
0,87,61,28,76,86,77,12,64,0,33
4,64,30,62,37,97,38,80,61,33,67
4,3,1,3,48,21,77,85,87,64,75
4,43,82,68,34,55,36,37,40,33,97
4,2,57,2,96,56,77,34,60,69,27
0,39,90,28,85,1,34,43,64,13,21
1,2,4,93,80,35,92,56,4,35,41
4,49,24,65,58,30,75,58,51,32,16
0,88,61,48,19,75,75,78,21,4,68
1,16,33,40,67,9,42,19,8,10,54
0,53,12,98,56,6,76,15,91,85,41
2,40,71,2,67,14,60,20,29,43,36
2,54,64,72,67,15,29,33,52,10,94
1,39,3,76,38,86,27,33,44,23,84
4,21,18,60,79,85,55,26,29,58,30
1,42,77,65,52,70,52,16,76,32,31
1,2,23,84,65,7,53,65,60,66,96
4,85,77,68,26,6,35,17,82,70,48
4,69,4,2,26,32,13,82,85,73,31
2,29,42,18,20,69,0,35,53,17,31
2,62,57,71,33,83,0,55,0,72,24
2,36,49,6,27,21,72,15,7,27,83
4,27,43,17,49,34,61,12,69,23,10
3,2,25,20,95,58,0,77,43,64,25
3,69,86,53,71,62,88,64,12,41,87
2,2,4,43,54,60,37,43,23,12,79
0,2,70,52,37,34,9,77,15,41,56
4,36,58,9,12,61,89,53,90,26,7
4,54,3,9,0,86,87,78,15,89,88
4,50,78,5,57,84,34,71,12,33,90
2,69,22,93,81,37,51,38,27,23,14
4,43,1,14,59,46,81,15,40,64,0
0,23,96,64,24,49,81,87,90,10,6
4,82,70,30,94,32,51,71,40,62,43
2,54,1,6,70,29,60,19,1,33,31
1,16,40,77,58,17,64,47,23,87,35
4,88,1,11,81,97,96,6,40,97,60
4,69,57,11,47,32,56,67,29,33,79
3,64,57,88,3,42,67,15,80,17,56
3,24,33,6,59,54,86,56,41,36,39
0,39,48,60,47,39,61,44,34,8,35
3,73,47,52,38,70,41,19,34,19,35
4,96,61,37,73,12,82,65,87,80,96
2,26,15,86,21,4,57,24,34,83,94
0,32,31,83,50,50,99,56,89,6,67
4,24,66,32,85,97,0,71,1,14,55
3,83,49,47,78,38,71,6,29,63,91
4,88,77,31,5,58,51,56,1,17,44
2,13,19,15,59,38,49,59,22,87,29
4,22,68,77,38,50,38,90,40,17,51
0,62,1,68,33,61,21,11,44,2,92
1,73,93,81,78,12,31,33,50,59,8
3,8,30,11,24,62,68,67,42,69,19
4,77,31,14,23,38,74,56,26,32,77
3,43,17,66,81,64,32,36,48,11,41
2,69,1,9,74,39,1,15,57,11,7
3,65,15,31,59,21,93,6,9,33,77
4,2,25,28,62,86,56,51,79,99,18
0,93,77,68,48,29,2,28,93,3,36
4,64,86,13,30,86,92,53,93,46,84
4,48,33,76,38,4,70,1,48,85,78
4,18,88,20,56,43,83,47,93,17,87
1,69,54,14,31,1,85,43,98,64,87
4,53,4,11,81,37,72,81,93,83,41
0,6,19,1,75,88,13,77,3,27,31
0,19,3,89,60,38,49,78,20,64,70
4,47,82,7,81,57,93,28,83,56,78
0,88,83,41,25,24,34,15,66,64,24
4,43,49,43,94,59,32,84,84,81,41
3,56,97,64,60,63,99,78,6,98,62
3,16,26,78,47,60,36,27,35,61,3
0,9,64,45,17,55,70,41,66,98,43
1,47,50,82,95,43,8,94,46,90,84
3,52,51,87,12,31,1,28,48,23,3
4,36,1,14,45,40,63,10,28,64,74
4,85,84,61,95,84,60,27,64,60,68
0,22,37,86,24,1,39,87,21,7,17
4,53,21,11,24,32,81,19,20,16,92
1,21,84,76,23,1,9,3,66,91,54
3,61,82,78,32,49,93,56,80,19,63
1,68,25,97,80,85,26,60,65,62,18
4,55,87,77,4,84,65,93,5,72,71
4,53,86,53,52,61,81,56,41,20,61
4,63,28,28,93,45,72,39,51,53,27
3,43,4,31,0,67,1,1,18,97,29
4,2,38,24,58,83,38,32,96,88,57
1,52,50,23,83,70,90,59,79,78,34
1,76,77,61,55,16,55,60,46,20,97
0,25,64,83,89,64,87,87,79,90,22
4,3,11,68,48,69,12,56,85,11,3
2,40,76,35,13,32,87,51,63,78,18
4,48,0,12,47,13,90,15,1,64,69
3,52,58,32,19,20,11,43,2,29,75
4,11,65,78,78,70,22,81,40,19,0
4,6,8,64,26,96,9,26,19,95,70
0,12,8,69,4,46,67,15,54,72,61
2,66,11,13,55,12,22,20,60,64,83
0,23,7,90,3,78,1,64,63,73,9
3,8,64,98,47,85,90,51,63,33,14
3,78,1,31,95,47,1,66,69,91,8
0,75,37,37,32,80,60,53,52,13,36
2,62,47,63,26,10,81,47,76,2,22
3,32,91,80,7,2,62,4,90,54,27
3,82,76,68,25,52,51,79,85,32,90
2,88,64,67,66,39,31,10,53,70,61
4,84,48,85,47,33,75,29,49,49,11
1,11,67,66,67,68,92,39,61,18,35
4,87,42,14,42,34,38,59,1,96,83
4,47,23,11,39,85,59,4,2,89,38
2,37,21,64,94,51,15,76,54,29,49
0,88,45,25,16,62,90,82,91,33,51
1,32,13,6,48,51,37,89,16,72,22
4,9,90,43,58,83,74,72,76,53,31
4,43,51,62,47,60,99,38,96,16,45
4,73,73,6,5,1,1,24,53,87,96
4,18,82,64,54,1,2,29,48,62,37
4,59,18,66,27,75,60,21,63,26,59
4,47,7,94,4,1,14,13,73,98,14
1,96,1,32,95,83,8,51,50,16,96
1,56,40,7,11,50,86,15,30,10,44
4,69,86,23,24,76,72,90,2,64,41
3,94,88,32,47,46,44,52,23,59,22
3,32,90,80,99,49,1,78,6,27,2
4,84,15,93,3,31,2,55,78,42,61
4,80,15,71,86,66,99,17,12,85,54
2,90,7,63,78,30,61,64,93,17,31
0,96,61,92,67,9,50,77,52,66,43
4,88,54,87,5,84,81,94,85,17,35
0,54,68,90,94,97,87,94,84,33,60
4,42,96,71,75,10,80,52,50,58,56
4,43,9,11,93,99,36,53,32,59,87
0,53,50,83,48,1,1,52,5,41,80
0,25,2,77,25,67,39,59,22,10,76
0,46,64,44,42,91,50,70,66,93,59
4,34,49,18,34,64,3,2,66,53,94
4,53,51,63,32,12,38,56,40,60,49
0,6,99,62,5,75,41,82,32,27,27
1,92,29,11,32,56,1,12,76,46,33
3,43,3,9,55,43,92,39,17,87,76
0,80,19,69,26,66,46,66,91,12,3
4,37,30,62,60,20,74,7,0,17,36
1,87,60,74,67,1,49,27,17,27,60
2,18,41,17,49,57,64,9,34,4,86
2,24,46,67,94,4,25,64,78,64,62
4,62,59,75,48,70,51,30,29,17,21
3,52,49,22,85,34,13,39,63,87,71
3,32,18,32,23,75,22,1,5,79,75
4,92,77,52,20,4,7,58,2,77,70
2,85,64,7,61,15,94,15,87,49,17
4,9,64,71,99,25,22,91,71,63,82
4,31,63,40,78,39,47,66,44,77,78
4,50,42,0,81,24,93,59,60,87,36
4,94,27,7,43,12,43,12,85,53,3
2,89,0,97,48,40,77,9,8,48,40
4,89,22,96,3,1,14,78,30,60,3
0,85,60,37,48,93,34,52,29,21,44
4,3,37,38,37,71,17,2,66,95,27
1,84,34,68,4,83,73,52,69,2,0
1,36,77,90,48,10,35,16,26,79,40
3,65,32,8,60,60,52,15,45,53,94
4,83,11,35,78,58,34,53,18,64,30
2,42,42,14,52,69,14,56,60,12,24
3,81,57,31,70,69,8,58,91,33,83
3,8,21,61,5,84,83,52,54,85,48
2,77,0,64,8,28,70,52,29,79,18
0,2,43,61,55,19,44,1,7,95,61
4,17,49,71,41,1,81,66,41,11,58
4,6,25,18,27,39,92,12,37,83,93
0,85,96,3,44,5,49,61,4,32,68
0,10,50,95,37,34,61,27,29,10,24
0,12,73,82,42,75,99,41,23,8,71
0,80,5,72,90,9,50,5,44,17,22
0,26,5,30,62,94,40,17,50,52,15
2,0,25,89,56,43,41,15,87,73,36
0,89,85,2,90,75,89,39,20,64,84
2,80,6,93,61,62,67,78,47,87,65
1,6,8,7,38,85,10,33,66,87,21
3,16,51,92,3,34,45,28,40,42,83
0,18,58,12,80,9,9,5,87,95,21
0,20,25,68,86,7,82,94,21,35,34
3,36,12,61,26,61,49,1,53,70,93
4,13,78,98,30,24,30,91,84,40,93
4,83,73,11,33,37,75,6,43,32,75
0,98,98,8,0,62,37,81,41,31,29
4,36,53,81,94,99,51,78,32,87,29
4,88,93,10,88,48,34,39,52,63,43
4,69,57,78,88,83,99,71,91,33,0
2,39,46,80,4,15,41,33,76,11,24
3,42,99,52,13,69,80,91,32,17,76
1,22,30,70,40,88,38,1,29,40,28
2,77,21,44,76,41,50,83,55,13,52
4,40,4,16,92,29,36,20,32,33,9
0,57,31,32,73,86,86,66,32,54,34
1,97,93,64,73,38,63,32,54,34,40
0,80,18,34,76,50,48,62,70,87,3
3,19,30,40,64,39,50,48,48,57,82
1,83,64,25,73,34,11,94,93,58,44
4,4,28,5,65,85,49,23,48,26,24
4,47,38,61,85,89,93,59,73,64,79
0,35,93,76,95,68,43,36,8,20,40
0,96,35,3,36,1,78,43,68,32,43
1,26,66,71,54,78,70,47,93,58,31
2,63,76,26,48,20,65,87,47,40,34
2,8,29,43,92,69,49,87,52,52,96
1,97,97,19,73,41,38,15,53,6,65
4,16,60,92,52,60,8,67,45,16,99
1,95,58,68,67,88,92,17,29,41,77
2,44,58,62,22,39,36,64,18,63,16
1,2,76,42,79,91,49,15,50,15,49
1,32,9,97,33,41,8,53,63,15,59
0,79,56,94,57,75,90,39,87,64,34
3,89,50,25,89,64,91,26,22,52,44
3,85,64,86,89,9,11,78,37,36,61
0,63,97,69,49,39,90,41,32,91,81
1,68,63,79,4,77,70,68,71,8,21
0,54,56,76,24,31,39,78,53,72,43
0,32,49,57,41,29,87,39,48,35,15
1,69,61,45,0,89,82,41,21,91,91
0,36,2,99,54,63,40,56,65,64,34
3,43,58,37,55,8,37,92,81,39,9
0,66,50,7,62,83,27,27,53,52,0
3,20,18,89,90,85,26,58,29,43,76
0,21,65,37,30,93,41,19,98,41,88
1,41,89,14,42,97,38,31,96,87,36
3,44,0,68,79,92,43,86,66,54,24
3,50,52,62,3,30,57,56,23,35,26
2,4,50,35,97,1,60,41,99,67,18
3,77,8,93,27,83,70,29,29,52,36
4,8,30,71,19,48,18,28,53,21,94
0,6,66,82,67,39,65,65,37,52,27
4,0,2,11,79,15,40,38,90,64,15
2,77,11,53,33,46,19,61,30,59,15
2,80,37,63,28,39,77,52,48,63,99
3,31,29,76,19,15,38,23,19,7,21
2,15,20,50,88,1,53,78,3,42,55
0,2,50,86,53,14,64,39,30,10,6
1,30,3,15,31,50,4,51,64,10,90
3,85,64,56,73,25,19,22,42,47,88
0,85,99,19,4,1,49,64,53,25,70
0,62,40,7,85,66,71,39,89,79,98
4,99,10,25,91,6,51,77,32,32,54
4,64,0,71,62,41,60,97,6,36,17
4,96,74,60,70,10,49,21,78,59,67
4,24,37,84,19,1,9,80,64,64,29
1,94,93,86,72,9,43,39,20,27,35
4,37,31,7,48,67,63,5,17,43,56
0,85,64,41,91,86,3,43,64,72,43
4,2,39,18,60,4,49,56,83,3,22
0,36,44,82,7,12,61,77,69,89,27
1,6,0,71,92,69,90,49,52,38,74
0,56,73,64,96,38,80,49,15,64,55
4,30,25,97,49,80,1,37,99,45,43
0,80,32,85,8,2,49,30,87,91,72
4,82,50,59,89,86,62,15,44,66,93
4,85,83,55,2,58,83,78,66,37,34
4,31,49,76,4,41,51,16,66,79,97
4,77,68,64,89,38,94,15,32,64,56
0,79,64,90,88,6,67,68,6,20,88
4,97,28,82,48,12,98,19,21,49,42
3,32,38,45,1,75,67,40,26,73,21
0,48,3,36,67,39,40,60,8,10,96
1,53,94,59,32,32,45,90,81,19,42
3,13,67,65,67,21,34,91,99,64,33
0,12,58,19,38,24,18,49,50,6,36
0,63,58,32,64,62,71,19,37,43,54
4,95,5,61,48,20,72,21,7,32,40
3,9,0,64,11,65,87,68,50,12,94
0,19,84,87,14,43,8,51,58,86,61
0,80,5,64,73,1,55,60,6,62,34
1,96,58,32,67,43,87,65,90,10,94
